age,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,income
Mid-adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Middle-age,State-gov,Assoc-voc,Divorced,Adm-clerical,Not-in-family,Black,Female,Full-time,<=50K
Middle-age,Private,Bachelors,Separated,Prof-specialty,Own-child,Other,Female,Full-time,<=50K
Mid-adult,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Partner,White,Female,Middle,>50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,Part-time,<=50K
Middle-age,Private,HS-grad,Separated,Prof-specialty,Unmarried,Black,Female,Full-time,<=50K
Middle-age,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Young-adult,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Senior,Private,HS,Widowed,Adm-clerical,Unmarried,White,Female,Part-time,<=50K
Young-adult,Private,Some-college,Never-married,Adm-clerical,Not-in-family,Other,Female,Full-time,<=50K
Senior,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Partner,Amer-Indian-Eskimo,Male,Full-time,<=50K
Child,Private,HS,Never-married,Other-service,Own-child,White,Female,Part-time,<=50K
Middle-age,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Some-college,Divorced,Craft-repair,Unmarried,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Partner,White,Male,Insanity,>50K
Middle-age,Private,Some-college,Never-married,Sales,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,>50K
Middle-age,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Young-adult,Private,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,Part-time,<=50K
Young-adult,Private,Assoc-acdm,Never-married,Handlers-cleaners,Not-in-family,White,Male,Full-time,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Preschool,Married-civ-spouse,Craft-repair,Partner,Asian-Pac-Islander,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,Full-time,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Adm-clerical,Partner,White,Female,Full-time,<=50K
Young-adult,Self-emp-inc,HS-grad,Never-married,Farming-fishing,Own-child,White,Female,Part-time,<=50K
Middle-age,Local-gov,Some-college,Married-civ-spouse,Adm-clerical,Partner,Black,Female,Full-time,<=50K
Middle-age,Local-gov,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,Full-time,<=50K
Senior,State-gov,Assoc-voc,Widowed,Exec-managerial,Unmarried,Black,Female,Full-time,<=50K
Young-adult,Private,Bachelors,Married-spouse-absent,Tech-support,Unmarried,Black,Female,Full-time,<=50K
Mid-adult,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,HS-grad,Never-married,Sales,Other-relative,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Partner,Black,Male,Full-time,<=50K
Mid-adult,Self-emp-not-inc,HS-grad,Separated,Craft-repair,Unmarried,White,Male,Full-time,<=50K
Senior,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Partner,White,Male,Part-time,<=50K
Young-adult,Private,Middle,Married-civ-spouse,Other-service,Partner,White,Female,Full-time,<=50K
Middle-age,Federal-gov,Assoc-voc,Divorced,Adm-clerical,Unmarried,Black,Female,Full-time,>50K
Middle-age,Private,HS,Never-married,Handlers-cleaners,Other-relative,Black,Male,Middle,<=50K
Middle-age,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Adm-clerical,Partner,White,Female,Full-time,>50K
Senior,Self-emp-not-inc,HS-grad,Widowed,Farming-fishing,Not-in-family,White,Male,Insanity,<=50K
Young-adult,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Other-service,Own-child,White,Male,Part-time,<=50K
Young-adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,Full-time,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Priv-house-serv,Not-in-family,White,Female,Part-time,<=50K
Middle-age,Federal-gov,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Self-emp-inc,HS,Divorced,Craft-repair,Not-in-family,White,Male,Part-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Adm-clerical,Partner,White,Female,Full-time,>50K
Middle-age,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Insanity,<=50K
Child,Private,HS,Never-married,Sales,Own-child,White,Female,Part-time,<=50K
Middle-age,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,Middle,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Female,Full-time,>50K
Middle-age,Self-emp-not-inc,HS,Divorced,Other-service,Not-in-family,Black,Female,Part-time,<=50K
Middle-age,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Tech-support,Partner,White,Male,Full-time,>50K
Middle-age,Local-gov,Prof-school,Never-married,Exec-managerial,Not-in-family,White,Male,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,Other,Female,Middle,<=50K
Mid-adult,Federal-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,Middle,<=50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Mid-adult,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,Part-time,<=50K
Young-adult,Private,Middle,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Separated,Other-service,Not-in-family,Black,Male,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Adm-clerical,Own-child,Other,Female,Part-time,<=50K
Young-adult,Self-emp-not-inc,Assoc-voc,Never-married,Other-service,Unmarried,White,Female,Middle,<=50K
Young-adult,Private,Masters,Never-married,Tech-support,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Federal-gov,HS,Never-married,Machine-op-inspct,Own-child,White,Male,Part-time,<=50K
Young-adult,Local-gov,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Mid-adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,Part-time,<=50K
Middle-age,Self-emp-not-inc,HS,Married-civ-spouse,Exec-managerial,Partner,White,Female,Middle,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Middle,Separated,Handlers-cleaners,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Mid-adult,Private,HS,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Bachelors,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Senior,Private,Some-college,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,Full-time,>50K
Middle-age,Private,Middle,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Divorced,Sales,Unmarried,White,Female,Middle,<=50K
Young-adult,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,Middle,<=50K
Middle-age,Private,Masters,Married-civ-spouse,Sales,Partner,White,Male,Full-time,>50K
Mid-adult,Local-gov,Bachelors,Never-married,Prof-specialty,Unmarried,White,Male,Full-time,<=50K
Mid-adult,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,Middle,<=50K
Middle-age,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Partner,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Assoc-acdm,Never-married,Handlers-cleaners,Own-child,Black,Male,Part-time,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Prof-specialty,Partner,Black,Male,Full-time,<=50K
Young-adult,Private,HS,Married-civ-spouse,Sales,Partner,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Bachelors,Never-married,Other-service,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Sales,Own-child,White,Female,Part-time,<=50K
Young-adult,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Mid-adult,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,Full-time,<=50K
Middle-age,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Young-adult,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Partner,White,Female,Part-time,<=50K
Young-adult,Private,Some-college,Never-married,Sales,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Transport-moving,Partner,White,Male,Full-time,>50K
Senior,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,Some-college,Married-spouse-absent,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Prof-specialty,Partner,White,Male,Part-time,<=50K
Middle-age,Private,Some-college,Divorced,Machine-op-inspct,Own-child,White,Male,Full-time,<=50K
Young-adult,Federal-gov,Bachelors,Never-married,Transport-moving,Other-relative,White,Male,Middle,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Middle,Never-married,Other-service,Unmarried,White,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Craft-repair,Unmarried,Black,Female,Full-time,<=50K
Young-adult,Private,HS,Never-married,Craft-repair,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Partner,White,Male,Full-time,<=50K
Middle-age,Private,Masters,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Middle-age,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Partner,White,Female,Full-time,<=50K
Middle-age,Self-emp-not-inc,HS,Married-civ-spouse,Farming-fishing,Partner,White,Male,Full-time,<=50K
Senior,Private,Bachelors,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Young-adult,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,Full-time,<=50K
Mid-adult,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,<=50K
Senior,Private,HS-grad,Widowed,Prof-specialty,Not-in-family,White,Female,Part-time,<=50K
Middle-age,Private,Some-college,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Young-adult,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Partner,White,Male,Full-time,<=50K
Young-adult,Private,HS,Never-married,Other-service,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Sales,Own-child,White,Female,Middle,<=50K
Middle-age,Self-emp-not-inc,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,Middle,<=50K
Mid-adult,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,Masters,Divorced,Exec-managerial,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,Elementary,Never-married,Machine-op-inspct,Unmarried,White,Female,Full-time,<=50K
Middle-age,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Assoc-acdm,Never-married,Adm-clerical,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,Some-college,Never-married,Other-service,Own-child,White,Female,Part-time,<=50K
Young-adult,Private,Bachelors,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,>50K
Senior,Private,Masters,Never-married,Prof-specialty,Other-relative,White,Female,Part-time,<=50K
Young-adult,Private,HS-grad,Never-married,Adm-clerical,Unmarried,White,Female,Full-time,<=50K
Mid-adult,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,Full-time,<=50K
Middle-age,Private,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Exec-managerial,Unmarried,White,Male,Full-time,<=50K
Mid-adult,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Partner,White,Male,Insanity,>50K
Mid-adult,Self-emp-not-inc,HS,Married-civ-spouse,Craft-repair,Partner,White,Male,Middle,<=50K
Mid-adult,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,Middle,<=50K
Mid-adult,Private,HS-grad,Divorced,Craft-repair,Own-child,White,Male,Part-time,<=50K
Middle-age,Private,HS-grad,Married-spouse-absent,Adm-clerical,Own-child,White,Female,Middle,<=50K
Young-adult,Private,HS,Never-married,Other-service,Own-child,White,Female,Part-time,<=50K
Young-adult,Private,HS,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,Middle,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Adm-clerical,Partner,Black,Male,Full-time,<=50K
Young-adult,State-gov,HS-grad,Never-married,Transport-moving,Own-child,White,Male,Full-time,<=50K
Middle-age,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Partner,White,Male,Full-time,>50K
Middle-age,Private,Masters,Married-civ-spouse,Sales,Partner,White,Male,Full-time,<=50K
Middle-age,Self-emp-not-inc,HS,Married-civ-spouse,Farming-fishing,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Separated,Adm-clerical,Own-child,White,Female,Full-time,<=50K
Middle-age,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,Full-time,>50K
Middle-age,Private,Some-college,Married-civ-spouse,Adm-clerical,Partner,White,Male,Full-time,>50K
Young-adult,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,HS,Never-married,Farming-fishing,Other-relative,White,Male,Middle,<=50K
Young-adult,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,Full-time,<=50K
Mid-adult,Private,Elementary,Never-married,Other-service,Unmarried,White,Female,Full-time,<=50K
Senior,Private,HS-grad,Married-civ-spouse,Sales,Partner,White,Female,Part-time,<=50K
Middle-age,Private,Assoc-voc,Widowed,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,Part-time,<=50K
Middle-age,Self-emp-inc,Some-college,Divorced,Exec-managerial,Unmarried,White,Male,Insanity,>50K
Middle-age,Private,HS-grad,Married-civ-spouse,Other-service,Partner,Black,Female,Middle,<=50K
Middle-age,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Young-adult,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,Full-time,<=50K
Young-adult,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,Full-time,<=50K
Middle-age,Private,HS,Divorced,Craft-repair,Not-in-family,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,Black,Male,Full-time,<=50K
Mid-adult,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Partner,White,Male,Full-time,<=50K
Mid-adult,Private,HS-grad,Divorced,Tech-support,Not-in-family,White,Female,Full-time,<=50K
Young-adult,Private,HS,Married-civ-spouse,Handlers-cleaners,Partner,White,Male,Full-time,<=50K
Senior,Private,Elementary,Married-civ-spouse,Farming-fishing,Partner,Asian-Pac-Islander,Male,Full-time,<=50K
Child,Private,HS,Never-married,Sales,Other-relative,White,Male,Middle,<=50K
Middle-age,Private,Some-college,Divorced,Adm-clerical,Not-in-family,Black,Female,Full-time,>50K
Mid-adult,Private,Bachelors,Married-civ-spouse,Prof-specialty,Partner,White,Male,Full-time,>50K
Young-adult,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,Middle,<=50K
Senior,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Partner,White,Female,Full-time,>50K
